species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Dream,51.08236751,14.45041404,200,2000,female
Chinstrap,Dream,59.27766616,17.83121826,180,4629,female
Chinstrap,Dream,51.83548203,20.03907543,178,4501,male
Gentoo,Biscoe,39.03743466,13.6659582,207,5959,male
Adelie,Torgersen,41.28668668,20.04208771,199,3668,male
Chinstrap,Dream,33.95089123,18.48268199,193,3642,male
Gentoo,Biscoe,42.89216671,11.64220941,188,6512,female
Gentoo,Biscoe,40.43423357,14.45428931,225,6945,female
Gentoo,Biscoe,57.70773261,11.08974662,206,5068,female
Chinstrap,Dream,65.28040233,20.56840936,200,2880,male
Adelie,Torgersen,35.79877699,17.09469221,164,3650,male
Gentoo,Biscoe,53.70415126,16.96249424,208,4568,male
Gentoo,Biscoe,52.8054972,13.23941827,225,6061,female
Adelie,Torgersen,39.63791343,58,198,5519,male
Adelie,Dream,41.06650792,14.69943062,195,3411,female
Adelie,Dream,45.4593083,25.23470482,187,2845,female
Gentoo,Biscoe,50.64192304,13.67378924,226,5182,female
Adelie,Torgersen,37.48054959,19.3624244,211,3116,female
Adelie,Torgersen,35.16829753,18.67835432,199,4500,male
Chinstrap,Dream,57.32400511,17.5557279,187,5588,female
Gentoo,Biscoe,46.33894832,14.48555121,206,2907,female
Gentoo,Biscoe,54.96090038,15.60348186,211,5340,female
Chinstrap,Dream,47.78567071,17.26707496,208,3989,male
Adelie,Dream,35.11358803,23.598595,173,3878,female
Gentoo,Biscoe,49.18208785,14.04313772,199,4815,female
Adelie,Biscoe,30.75279679,22.97217938,186,2611,female
Adelie,Torgersen,35.32963834,16.47038866,189,3190,male
Chinstrap,Dream,46.40905325,21.25329184,205,4306,male
Adelie,Torgersen,46.83971846,17.36566688,173,4073,male
Gentoo,Biscoe,51.04039057,86,237,5884,female
Chinstrap,Dream,57.79214322,16.97835065,189,4421,female
Gentoo,Biscoe,63.44253464,14.52785489,188,5834,female
Gentoo,Biscoe,60.18268827,45,207,4537,female
Adelie,Biscoe,42.17389903,20.44324857,201,2418,male
Adelie,Torgersen,28.94884146,14.34024129,162,3515,female
Gentoo,Biscoe,49.3897788,13.48424275,217,5726,male
Adelie,Biscoe,45.51220628,78,185,3156,male
Adelie,Torgersen,45.25219841,13.69861013,198,2281,male
Adelie,Biscoe,33.83872286,16.97781666,170,3640,female
Chinstrap,Dream,51.85548176,24.18515122,176,3960,female
Adelie,Biscoe,39.73430064,21.82868191,164,3188,female
Adelie,Dream,33.9228585,21.53067339,228,5111,male
Chinstrap,Dream,42.03568792,19.50750751,218,4265,female
Adelie,Torgersen,26.77150652,91,188,4298,female
Chinstrap,Dream,50.5212768,45,214,3670,female
Chinstrap,Dream,57.58343197,19.42893277,202,2583,female
Gentoo,Biscoe,35.88938581,14.46313023,210,5716,female
Adelie,Biscoe,38.58763465,23.55191417,180,4493,male
Adelie,Biscoe,36.86810628,17.68498749,200,2000,male
Adelie,Torgersen,39.51187289,19.45284058,183,3313,male
Adelie,Torgersen,34.69565476,19.60243699,165,5120,female
Adelie,Torgersen,36.06551977,67,187,4405,male
Adelie,Dream,42.89218095,20.29851667,219,2975,male
Chinstrap,Dream,39.65067837,19.57842021,193,5256,male
Gentoo,Biscoe,51.08545634,10.69949678,225,3953,male
Chinstrap,Dream,61.65151061,18.48062898,169,3897,male
Gentoo,Biscoe,47.49358587,90,215,4030,female
Adelie,Biscoe,34.4907084,16.38676702,189,2413,male
Gentoo,Biscoe,46.19177082,14.43273986,236,5564,male
Adelie,Dream,43.34425992,16.39185719,191,3670,male
Adelie,Biscoe,37.93954683,15.78143295,196,2737,female
Chinstrap,Dream,48.43475062,20.27712227,195,3813,male
Adelie,Biscoe,34.38424329,15.59800736,178,4874,female
Adelie,Biscoe,36.06586871,20.34443206,225,2741,female
Adelie,Biscoe,36.95633537,19.78001877,168,4563,female
Gentoo,Biscoe,60.27223699,55,235,3436,female
Gentoo,Biscoe,53.73192554,18.05092532,187,5098,male
Adelie,Biscoe,46.21443464,17.93114007,208,3658,male
Gentoo,Biscoe,42.50241587,13.24929765,218,4534,male
Adelie,Dream,52.90099593,21.98909484,203,2361,female
Gentoo,Biscoe,47.93150369,20.01991276,237,4484,female
Gentoo,Biscoe,57.75896545,49,236,5446,male
Gentoo,Biscoe,48.67007652,17.24435399,196,3263,female
Gentoo,Biscoe,31.16364087,19.0996919,210,5899,female
Gentoo,Biscoe,42.41012667,20.04364374,213,4931,male
Chinstrap,Dream,57.36875143,21.48159568,198,3431,female
Gentoo,Biscoe,58.33776439,15.30487211,245,4110,male
Adelie,Torgersen,49.46508724,22.06598207,196,2787,female
Gentoo,Biscoe,68.50298223,10,177,2000,male
Adelie,Torgersen,60.3160944,18.48594473,184,3091,male
Adelie,Torgersen,38.54391256,17.49194021,216,2007,male
Adelie,Dream,26.91173359,20.22376971,162,4240,female
Adelie,Biscoe,40.54371028,16.27158889,195,4872,female
Chinstrap,Dream,52.72227696,20.35172469,168,3787,female
Gentoo,Biscoe,52.85294426,17.33214202,222,6529,male
Chinstrap,Dream,43.10078971,18.63438903,198,3555,female
Gentoo,Biscoe,48.98659052,14.01726925,226,4772,female
Adelie,Torgersen,27.51762834,60,165,4703,male
Adelie,Dream,25,14.88163241,167,5128,female
Adelie,Biscoe,43.73028634,17.2324063,192,4324,male
Adelie,Dream,44.29110866,25,179,7642,male
Adelie,Dream,49.74825116,21.18020398,194,4432,female
Gentoo,Biscoe,39.12953681,15.96350183,226,3325,female
Adelie,Biscoe,31.8417962,21.37909602,181,4030,female
Adelie,Torgersen,41.02733739,29.10190838,213,4013,female
Gentoo,Biscoe,47.54452879,16.40292539,210,5488,female
Gentoo,Biscoe,43.52684236,60,213,4804,female
